street,crimes during out,crimes in buffer,rate,long,lat
399 W 42ND ST,0,1,0.0,-87.63603575678944,41.81815201454529
4 W WACKER DR,0,1,0.0,-87.62809765953655,41.886814133042655
40 E 79TH ST,0,2,0.0,-87.62299649015779,41.75097955757956
400 E 103RD ST,0,10,0.0,-87.61376735728281,41.70731537318311
400 E 107TH ST,0,4,0.0,-87.61357205428169,41.70001075828508
400 E 26TH ST,0,1,0.0,-87.61729852313665,41.84566818224096
400 E 35TH ST,0,20,0.0,-87.61696654478935,41.83110017339309
400 E 79TH ST,0,8,0.0,-87.61495839324851,41.751114058436436
400 E 83RD ST,0,12,0.0,-87.6147466353762,41.74381230248478
400 E 87TH ST,0,6,0.0,-87.61452795931898,41.73650302791872
400 E 91ST ST,0,1,0.0,-87.61433916481192,41.72919788096423
400 E 95TH ST,0,1,0.0,-87.61414331281321,41.72189247247242
400 E GRAND AVE,0,6,0.0,-87.61769346298313,41.89184667489771
400 E ILLINOIS ST,0,3,0.0,-87.61766898128967,41.891051033895494
400 E OHIO ST,0,1,0.0,-87.61771542750222,41.892641881182605
400 E PERSHING RD,0,6,0.0,-87.61673229755607,41.82383813937698
400 N GREEN ST,0,2,0.0,-87.64872492097584,41.889033398936476
400 N LARAMIE AVE,0,4,0.0,-87.75533703863205,41.88780880025642
400 N LOCKWOOD AVE,0,12,0.0,-87.75778345613462,41.88777594141428
400 N STATE ST,0,10,0.0,-87.6280234174316,41.88925248733396
400 N WELLS ST,0,3,0.0,-87.63400656416826,41.88916588492658
400 S CENTRAL AVE,0,6,0.0,-87.76465897662375,41.874728445039615
400 S DAMEN AVE,0,1,0.0,-87.67652777241643,41.87620713546217
400 S MORGAN ST,0,6,0.0,-87.65187391889341,41.87660133135298
400 S WESTERN AVE,0,3,0.0,-87.68626949840643,41.87608361906399
400 W 32ND ST,0,1,0.0,-87.6359320166482,41.83635962685803
400 W 79TH ST,0,12,0.0,-87.63422934631683,41.75078272914396
400 W 95TH ST,0,2,0.0,-87.63353297488722,41.721591907031325
400 W ARMITAGE AVE,0,1,0.0,-87.63881550767883,41.91832237545388
400 W MADISON ST,0,1,0.0,-87.63821663007008,41.881898415334724
400 W WINNECONNA PKWY,0,6,0.0,-87.63438358176944,41.754032034839064
4000 E 112TH ST,0,1,0.0,-87.52704477814737,41.69181447236988
4000 E 134TH ST,0,2,0.0,-87.5276394907913,41.65163236365521
4000 N ASHLAND AVE,0,1,0.0,-87.66904886048326,41.95429035393109
4000 N AUSTIN AVE,0,2,0.0,-87.77677480338814,41.95305614494344
4000 N CENTRAL AVE,0,2,0.0,-87.7669997134927,41.95318458365534
4000 N HARLEM AVE,0,1,0.0,-87.80726923345102,41.952764607743255
4000 N KEDZIE AVE,0,1,0.0,-87.70801487302559,41.95391971565879
4000 N PULASKI RD,0,4,0.0,-87.72761716373047,41.953647788034786
4000 N SAWYER AVE,0,2,0.0,-87.70923966074803,41.953911120449305
4000 S VINCENNES AVE,0,1,0.0,-87.61320131209641,41.82126269818461
4000 W 26TH ST,0,6,0.0,-87.72455325058485,41.844255161505416
4000 W 47TH ST,1,4,0.25,-87.72358661408573,41.80788362468267
4000 W 63RD ST,0,3,0.0,-87.72276009557498,41.77865823677643
4000 W 83RD ST,0,1,0.0,-87.72167918636326,41.7421790377854
4000 W ADAMS ST,0,6,0.0,-87.72557857870943,41.87797985178854
4000 W ARMITAGE AVE,5,16,0.3125,-87.72655895621239,41.91716615505844
4000 W CULLERTON ST,0,6,0.0,-87.72483321967604,41.85441162598868
4000 W FIFTH AVE,0,9,0.0,-87.72540527327679,41.872995751823495
4000 W FULLERTON AVE,0,10,0.0,-87.7267685839335,41.92448395538118
4000 W JACKSON BLVD,0,9,0.0,-87.72554600938756,41.87708737434785
4000 W LAKE ST,1,10,0.1,-87.72580483818098,41.88546682504653
4000 W LEXINGTON ST,0,2,0.0,-87.72538091459595,41.87184719741821
4000 W MAYPOLE AVE,1,6,0.16666666666666666,-87.72578280435349,41.88467844456246
4000 W NORTH AVE,0,4,0.0,-87.7263307070395,41.909886690156284
4000 W OGDEN AVE,1,5,0.2,-87.72474518126958,41.851088383546866
4000 W POTOMAC AVE,0,1,0.0,-87.72635119213419,41.9044570318914
4000 W ROOSEVELT RD,0,12,0.0,-87.72517048977411,41.866172130050785
4000 W WASHINGTON BLVD,0,2,0.0,-87.72570680607485,41.88193743846603
4001 N CENTRAL AVE,0,2,0.0,-87.76700028595944,41.95320297272824
4001 S ARTESIAN AVE,0,2,0.0,-87.68604814912544,41.821058620583564
4002 W 47TH ST,0,2,0.0,-87.72366072411697,41.807881822612096
4004 W 55TH ST,0,4,0.0,-87.72331775021674,41.79320304289261
4004 W ANN LURIE PL,0,1,0.0,-87.72398536924798,41.81636090266583
4007 N LOWELL AVE,0,4,0.0,-87.73680365196752,41.95367224213227
4007 W ROOSEVELT RD,0,4,0.0,-87.72542898557566,41.86616828451786
4009 S CALUMET AVE,0,2,0.0,-87.61849901123665,41.821886401927976
401 N MICHIGAN AVE,0,2,0.0,-87.6242433952104,41.88938764527462
401 W BARRY AVE,0,1,0.0,-87.63949227592046,41.93772974261727
4011 S CICERO AVE,0,1,0.0,-87.7435000228733,41.82033114592943
4012 W 84TH ST,0,1,0.0,-87.72212185263584,41.740338471125604
4015 W NEWPORT AVE,0,2,0.0,-87.72760519122009,41.94398045657415
4016 W CRYSTAL ST,0,3,0.0,-87.7267250601684,41.903574108652094
4019 N BROADWAY,0,1,0.0,-87.65084341476404,41.95503327401537
402 S RACINE AVE,1,6,0.16666666666666666,-87.65700259999028,41.87644369059295
4023 S DEARBORN ST,0,2,0.0,-87.62752667203327,41.821190321649375
4024 W 47TH ST,0,2,0.0,-87.72447393340273,41.80786223052088
4025 N MEADE AVE,0,1,0.0,-87.77923756349621,41.95349515603189
4025 W WILCOX ST,1,4,0.25,-87.72622602065859,41.878861835892465
4028 W MAYPOLE AVE,0,1,0.0,-87.72686085362255,41.884665610379045
4032 N KEDVALE AVE,0,2,0.0,-87.73094018776325,41.95482237714117
4032 W ARMITAGE AVE,0,3,0.0,-87.72781635936066,41.917149763545524
4032 W MONTROSE AVE,0,1,0.0,-87.72907473545284,41.96093339532835
4033 W LE MOYNE ST,0,3,0.0,-87.72769184830324,41.90805885392096
4036 S CALUMET AVE,0,5,0.0,-87.61848515362112,41.821384114316494
4036 W CERMAK RD,0,1,0.0,-87.72564038523225,41.8515336661393
404 N KEDZIE AVE,0,2,0.0,-87.7063407751117,41.88836795202936
4040 S WABASH AVE,0,6,0.0,-87.62477262084886,41.821225838269136
4042 W LEXINGTON ST,0,9,0.0,-87.72641754353636,41.8718334705696
4043 S RICHMOND ST,0,3,0.0,-87.69831514542463,41.819818058339365
4044 W CRYSTAL ST,0,3,0.0,-87.72742164196552,41.903563790696936
4045 W 26TH ST,0,1,0.0,-87.72620350512871,41.84423041167805
4046 N CALIFORNIA AVE,0,1,0.0,-87.6982660115723,41.95481568107285
4046 W DIVISION ST,0,2,0.0,-87.72786755833354,41.90264711855647
4049 W VAN BUREN ST,0,5,0.0,-87.72669822654215,41.875252894900925
405 N KEDZIE AVE,0,2,0.0,-87.70634156019115,41.88840033839161
4050 E 112TH ST,0,1,0.0,-87.52551505348576,41.69180675783928
4050 N BROADWAY,0,4,0.0,-87.65138179844715,41.95587142064024
4050 N MCVICKER AVE,0,1,0.0,-87.77800078534042,41.953032059493474
4050 N SHERIDAN RD,0,1,0.0,-87.65457922007893,41.95572004080577
4052 S RICHMOND ST,0,2,0.0,-87.69831026464745,41.81968081756902
4053 S ARCHER AVE,0,2,0.0,-87.69466348427055,41.819963448751054
4055 W ARMITAGE AVE,0,1,0.0,-87.72822277511032,41.917144771004686
4058 W WEST END AVE,0,2,0.0,-87.72752916478926,41.88334171098868
4059 W KAMERLING AVE,0,2,0.0,-87.7278475426239,41.90535427902154
407 W 65TH PL,1,3,0.3333333333333333,-87.63506503473587,41.775319881587095
4099 N MARMORA AVE,0,1,0.0,-87.77439387229566,41.95490985504304
41 W 79TH ST,0,11,0.0,-87.62600257239765,41.75092422144668
410 W OAK ST,0,1,0.0,-87.63920367487394,41.90047292913131
4100 N CAMPBELL AVE,0,1,0.0,-87.69096558064446,41.95583178097395
4100 N HAMLIN AVE,0,2,0.0,-87.72277438302801,41.955922424269936
4100 N RIDGEWAY AVE,0,1,0.0,-87.7215401761771,41.95555999828315
4100 S ASHLAND AVE,0,12,0.0,-87.66522942742638,41.819466000594616
4100 S DR MARTIN LUTHER KING JR DR,1,2,0.5,-87.61689694201971,41.82023373777562
4100 S INDIANA AVE,0,2,0.0,-87.6215065171273,41.820169693522956
4100 S OAKLEY AVE,0,1,0.0,-87.68292103770098,41.8193120098986
4100 S PULASKI RD,0,1,0.0,-87.72395204012443,41.81842628899648
4100 W 21ST ST,0,2,0.0,-87.7272412905185,41.85346343010945
4100 W 47TH ST,0,4,0.0,-87.726031898374,41.80784097551792
4100 W 78TH PL,0,2,0.0,-87.72417873869966,41.75009894546419
4100 W ADAMS ST,0,3,0.0,-87.72802702174839,41.87794802274706
4100 W FIFTH AVE,0,14,0.0,-87.72784080795375,41.87231907966136
4100 W GLADYS AVE,0,4,0.0,-87.72796781797507,41.8761472147969
4100 W MONROE ST,0,2,0.0,-87.72808794459414,41.87973073356038
4100 W MONTROSE AVE,0,2,0.0,-87.72969346433817,41.96092688535102
4100 W POTOMAC AVE,0,1,0.0,-87.72881486933376,41.90443736505188
4100 W WASHINGTON BLVD,0,9,0.0,-87.7281577908296,41.882014385499026
4101 S ASHLAND AVE,0,6,0.0,-87.66522895331087,41.819441024944844
4102 W FULLERTON AVE,0,3,0.0,-87.72930557526993,41.924456841736095
4103 W ROOSEVELT RD,0,2,0.0,-87.72774472852129,41.86613514765534
4107 W NORTH AVE,0,3,0.0,-87.72917165290005,41.909847204851715
4108 W NEWPORT AVE,0,2,0.0,-87.72932453650368,41.943954886862436
411 E 103RD ST,1,5,0.2,-87.61333550885982,41.70732172452088
4110 S SACRAMENTO AVE,0,1,0.0,-87.6994611529579,41.818756656627976
4111 W WASHINGTON BLVD,0,7,0.0,-87.72843066609802,41.88201115792781
4112 W NELSON ST,0,1,0.0,-87.72997402955716,41.93631820894608
4113 S SACRAMENTO AVE,0,1,0.0,-87.69945917081644,41.818660047163526
4114 N BERNARD ST,0,1,0.0,-87.71420156641364,41.95591571612111
4118 S PRINCETON AVE,0,1,0.0,-87.63332407979601,41.819414873355896
4120 S PULASKI RD,0,2,0.0,-87.72394279621555,41.81812436938103
4121 N CAMPBELL AVE,0,2,0.0,-87.69098489267063,41.95649096646131
4121 W GRENSHAW ST,0,5,0.0,-87.72816930606491,41.867039382872456
4122 W CORNELIA AVE,0,1,0.0,-87.73003357059078,41.944770172712246
4123 N WESTERN AVE,0,1,0.0,-87.68854115820992,41.956543595680756
4123 S ELLIS AVE,0,3,0.0,-87.60235206000657,41.819426860203436
4126 N KILBOURN AVE,0,1,0.0,-87.74059468456522,41.9558524159495
4127 W 24TH ST,0,1,0.0,-87.72727796583584,41.847854506365884
4134 W ADAMS ST,2,4,0.5,-87.72887020434256,41.87793764492607
4134 W IOWA ST,0,1,0.0,-87.72983382184856,41.89714319675272
4137 S MICHIGAN AVE,0,3,0.0,-87.62310628690372,41.819473674797116
4138 W 78TH ST,0,8,0.0,-87.72457103354719,41.75144065954946
4139 N MOZART ST,0,2,0.0,-87.69954393484916,41.95649345920968
4139 W ADAMS ST,0,4,0.0,-87.72899396174627,41.877936375272895
4139 W WILCOX ST,0,3,0.0,-87.72902604062295,41.878828066004736
4141 W ADAMS ST,0,4,0.0,-87.72904354124489,41.87793553846703
4145 W 47TH ST,0,3,0.0,-87.72749274418587,41.8078227503499
4146 W FIFTH AVE,0,1,0.0,-87.72927178557761,41.87192110262528
4148 S CAMPBELL AVE,0,1,0.0,-87.6871830990106,41.818387365402884
4148 W 47TH ST,0,6,0.0,-87.72754740448124,41.80782194090424
4148 W MELROSE ST,0,1,0.0,-87.73082705047007,41.939956046717796
4149 W 78TH ST,0,6,0.0,-87.7248473047145,41.75160129295393
4149 W LAKE ST,0,2,0.0,-87.72948242807308,41.8856698733237
415 N CENTRAL PARK BLVD,0,1,0.0,-87.71647743500635,41.88880763594461
4150 W EDDY ST,0,2,0.0,-87.7311400756933,41.945581013890006
4158 W MADISON ST,0,7,0.0,-87.72955726791807,41.8806791577505
417 E 60TH ST,0,1,0.0,-87.61507074474135,41.78571299739393
417 W 96TH ST,0,2,0.0,-87.63426633942991,41.719759160282976
42 E 107TH ST,0,1,0.0,-87.62196427395754,41.69989186168742
420 W BELMONT AVE,0,1,0.0,-87.64038661789583,41.94011295431727
420 W HARRISON ST,0,2,0.0,-87.63826916389446,41.87442115696662
420 W MELROSE ST,0,1,0.0,-87.64030501802168,41.941190027127426
420 W ROSLYN PL,0,2,0.0,-87.63967639726158,41.927949064698225
4200 N OAKLEY AVE,0,1,0.0,-87.68614739807151,41.957702155494104
4200 N SPAULDING AVE,0,1,0.0,-87.7105782690061,41.95753431860836
4200 S ARCHER AVE,0,1,0.0,-87.69939713790701,41.81706443351527
4200 S MICHIGAN AVE,0,1,0.0,-87.6230760481348,41.81834436670409
4200 S PRINCETON AVE,0,1,0.0,-87.633601765617,41.81818567291788
4200 W BELMONT AVE,0,2,0.0,-87.7321235571779,41.93902944887414
4200 W CORTEZ ST,0,4,0.0,-87.73114158901011,41.89984888294465
4200 W DIVERSEY AVE,0,1,0.0,-87.73147877035828,41.93173370107968
4200 W HARRISON ST,0,2,0.0,-87.73031257067991,41.87338613518949
4200 W HIRSCH ST,0,2,0.0,-87.73131414320957,41.906218280243
4200 W IRVING PARK RD,0,12,0.0,-87.73247349092141,41.953596773561
4200 W KAMERLING AVE,1,3,0.3333333333333333,-87.73129866887342,41.90530206836553
4200 W MADISON ST,0,2,0.0,-87.73057382283147,41.880667483446885
4200 W MONROE ST,0,6,0.0,-87.730541164166,41.8797022732875
4201 S ASHLAND AVE,0,6,0.0,-87.66518681943893,41.817672547997695
4201 S LOWE AVE,0,1,0.0,-87.64211785510288,41.81759567863932
4208 N KILPATRICK AVE,0,1,0.0,-87.74571123615598,41.957385326368396
4208 S CAMPBELL AVE,0,3,0.0,-87.68715642688394,41.81733371306436
4210 S ASHLAND AVE,0,6,0.0,-87.66518008793463,41.81733724260914
4210 W CULLERTON ST,0,1,0.0,-87.7299577212767,41.85433561978119
4210 W MAYPOLE AVE,0,2,0.0,-87.73094042574175,41.88461833808896
4213 W HARRISON ST,0,2,0.0,-87.73086340328564,41.8733780491611
4216 N SAWYER AVE,0,2,0.0,-87.70936438536808,41.957832917510466
4217 N MONTICELLO AVE,0,1,0.0,-87.71915703134228,41.95773587993945
4217 W 59TH ST,0,1,0.0,-87.72852194751383,41.78587894599662
4218 S CAMPBELL AVE,0,4,0.0,-87.68715191763788,41.81716189600368
422 W BELMONT AVE,0,1,0.0,-87.64047007964909,41.94011043937161
4223 W LAKE ST,0,2,0.0,-87.73129739847825,41.885774899099886
4223 W MONROE ST,0,3,0.0,-87.73111076734709,41.879695382375424
4224 N KIMBALL AVE,0,2,0.0,-87.71305130206785,41.9582610287506
4225 N MELVINA AVE,0,1,0.0,-87.78180848353033,41.957113576520904
4230 W NORTH AVE,0,5,0.0,-87.73256600554478,41.90980239692724
4231 S CAMPBELL AVE,0,4,0.0,-87.68714609012123,41.81693875355316
4236 S TALMAN AVE,0,2,0.0,-87.69078762490847,41.81676188719761
4242 S CAMPBELL AVE,0,4,0.0,-87.68714138512108,41.81674992086494
4244 N OAKLEY AVE,1,1,1.0,-87.68617747165466,41.958720669426775
4244 W KAMERLING AVE,0,4,0.0,-87.73239206640348,41.905285841739406
4244 W SCHOOL ST,0,2,0.0,-87.73321222102078,41.940835213954415
4250 S ARCHER AVE,0,1,0.0,-87.7008700532131,41.81616172358074
4251 W KAMERLING AVE,0,4,0.0,-87.73256583269739,41.9052833485705
4253 W HIRSCH ST,0,1,0.0,-87.73293287708614,41.90619427591597
4253 W KAMERLING AVE,0,2,0.0,-87.7326154333247,41.90528251036425
4255 W HIRSCH ST,1,1,1.0,-87.73296961890713,41.906193644747205
4256 N SACRAMENTO AVE,0,1,0.0,-87.7032754835596,41.95860625402981
4258 W GLADYS AVE,0,9,0.0,-87.73185263164146,41.87609868063298
4260 S CAMPBELL AVE,0,1,0.0,-87.68713315837469,41.81644107890715
429 W 102ND ST,0,3,0.0,-87.63420659491939,41.708865705988096
43 W CONGRESS PKWY,0,7,0.0,-87.62923829957252,41.87562630268583
430 E 89TH PL,0,2,0.0,-87.61367323166589,41.7319475941504
430 W ERIE ST,0,1,0.0,-87.6396813808296,41.893920160425495
4300 N WINCHESTER AVE,0,2,0.0,-87.67743124707151,41.959649363522736
4300 S ASHLAND AVE,0,6,0.0,-87.66514819234766,41.8158707972399
4300 S CALUMET AVE,0,4,0.0,-87.61834858871306,41.816611502573316
4300 S ELLIS AVE,0,1,0.0,-87.60185177781523,41.816870404584456
4300 S PACKERS AVE,0,1,0.0,-87.65865150425225,41.815937857018966
4300 S ROCKWELL ST,0,1,0.0,-87.68952749007788,41.81562122947235
4300 S SACRAMENTO AVE,0,2,0.0,-87.69934225944138,41.81546988768147
4300 S WABASH AVE,0,1,0.0,-87.62465483791979,41.8165135261925
4300 W CERMAK RD,0,2,0.0,-87.73219599337271,41.85143396098656
4300 W CRYSTAL ST,0,3,0.0,-87.733708191628,41.90345773916603
4300 W GLADYS AVE,0,1,0.0,-87.73286728563507,41.876086152690746
4300 W HARRISON ST,0,2,0.0,-87.73276859260977,41.87334877518257
4300 W IRVING PARK RD,0,4,0.0,-87.73543591556208,41.95355945578432
4300 W LEXINGTON ST,0,1,0.0,-87.73270845763705,41.87158679462488
4300 W MONTROSE AVE,0,3,0.0,-87.73565412288163,41.96086052595488
4300 W PARKER AVE,0,1,0.0,-87.73431631370548,41.93078105035924
4300 W WEST END AVE,0,3,0.0,-87.73310763867012,41.88327487164426
4301 W 25TH ST,0,4,0.0,-87.73113196841345,41.8459882236337
4301 W FORD CITY DR,0,1,0.0,-87.72979721500687,41.753217853340274
4302 S CALUMET AVE,0,3,0.0,-87.61834752737431,41.81657499714737
4307 W 31ST ST,0,2,0.0,-87.73191274909469,41.83679814382774
431 W EVERGREEN AVE,0,4,0.0,-87.63966441749311,41.90649752092383
4311 S PACKERS AVE,0,1,0.0,-87.65864473367971,41.815639240111935
4312 S ST LOUIS AVE,0,2,0.0,-87.7114088664268,41.81513268281528
4314 W CERMAK RD,0,2,0.0,-87.73274591107528,41.851425037583425
4315 S ELLIS AVE,0,1,0.0,-87.60184611551942,41.81659429486722
4317 S ST LOUIS AVE,0,2,0.0,-87.71140535662123,41.815040456046674
4319 S WOLCOTT AVE,0,2,0.0,-87.6724398576915,41.81545887027593
4322 W 25TH ST,0,4,0.0,-87.73109416006788,41.8459888486737
4324 N MULLIGAN AVE,0,2,0.0,-87.7855344044622,41.9589041949557
4324 W MONROE ST,0,1,0.0,-87.73358694855293,41.87966627665399
4327 S WASHTENAW AVE,0,1,0.0,-87.69196167256833,41.81508908762607
4328 W 17TH ST,0,1,0.0,-87.73295246388369,41.85783835032832
4329 S WOLCOTT AVE,0,2,0.0,-87.67243476989111,41.81527579777745
4329 W 26TH ST,0,3,0.0,-87.73240203643977,41.844142932147534
433 E 60TH ST,0,2,0.0,-87.61446303508718,41.78572538750566
4330 N CENTRAL PARK AVE,0,1,0.0,-87.71799817014075,41.95980139184673
4330 W OGDEN AVE,0,1,0.0,-87.73221092728805,41.84844790829373
4332 S PULASKI RD,0,4,0.0,-87.72383925089198,41.81460425375103
4333 S COTTAGE GROVE AVE,0,4,0.0,-87.60669847396866,41.8162072264141
4333 W JACKSON BLVD,0,4,0.0,-87.73371614148104,41.87698717522873
4334 N TROY ST,0,2,0.0,-87.70698664067227,41.95999504210096
4336 N TROY ST,0,2,0.0,-87.70698774848006,41.96003209497717
4336 W MONROE ST,0,6,0.0,-87.73388405332076,41.87966261379251
4337 S SHIELDS AVE,0,1,0.0,-87.63469004180055,41.81538710208567
4337 W 17TH ST,0,1,0.0,-87.73317494842827,41.85783484790717
4338 N LONG AVE,0,1,0.0,-87.76228840748249,41.95973519746542
4339 N AUSTIN AVE,0,2,0.0,-87.77698281294907,41.959246401437255
4340 N ALBANY AVE,0,1,0.0,-87.70576666178314,41.96011764784783
4340 N KEDVALE AVE,0,1,0.0,-87.73102192230391,41.95982484921915
4340 W 21ST ST,0,2,0.0,-87.73310892828835,41.85338195099433
4341 W CULLERTON ST,1,5,0.2,-87.73316348665216,41.85429374428744
4342 N MONTICELLO AVE,0,1,0.0,-87.71922525698288,41.96000675597977
4345 S WOLCOTT AVE,0,2,0.0,-87.67242677843983,41.814982663082816
4346 S ASHLAND AVE,0,1,0.0,-87.66513015997282,41.81502929739927
4348 W 78TH ST,0,1,0.0,-87.73045306194149,41.75163928254551
4348 W CERMAK RD,0,6,0.0,-87.73367780328468,41.85141111119784
435 E 25TH ST,0,1,0.0,-87.61662134618307,41.8478414271605
435 W EUGENIE ST,0,2,0.0,-87.63986089929547,41.912874731764205
4354 S ST LOUIS AVE,0,4,0.0,-87.71137992487755,41.814356065409264
4354 W VAN BUREN ST,0,2,0.0,-87.73417103900356,41.875157999601605
4356 W CERMAK RD,1,6,0.16666666666666666,-87.73380701747604,41.8514095903486
4356 W MONROE ST,0,5,0.0,-87.73437906902184,41.87965681542418
4359 S DR MARTIN LUTHER KING JR DR,0,1,0.0,-87.61676197547517,41.81555454505604
437 W EUGENIE ST,0,2,0.0,-87.63995060355766,41.9128692361816
4374 W 25TH ST,0,1,0.0,-87.73358898619638,41.8459535376229
439 E 41ST ST,0,1,0.0,-87.61511846839211,41.820260745368465
4399 N DAMEN AVE,0,1,0.0,-87.67895914919049,41.96145824667232
4399 N KIMBALL AVE,0,1,0.0,-87.71313604711516,41.96112931196394
4399 N MARINE DR,0,1,0.0,-87.6468612860034,41.96190113802852
4399 W FLOURNOY ST,0,1,0.0,-87.73518692626403,41.87243859311799
44 E HARRISON ST,0,1,0.0,-87.62677892485941,41.874393241310095
44 E MONROE ST,1,2,0.5,-87.62613826564552,41.88078987081328
44 W 109TH ST,0,7,0.0,-87.62425836996506,41.69621564324027
44 W 114TH ST,0,1,0.0,-87.6241356745532,41.6871002021106
44 W NORTH BLVD,0,1,0.0,-87.63047121474432,41.911197687963046
440 E 134TH ST,0,1,0.0,-87.61114462253687,41.65185577903064
440 N ABERDEEN ST,0,3,0.0,-87.65459871904255,41.8900157357751
440 N GREEN ST,0,3,0.0,-87.64876436837072,41.890068489216176
440 N HALSTED ST,0,1,0.0,-87.64760893673522,41.890085708856006
440 N PULASKI RD,0,1,0.0,-87.72589262811552,41.88871361190999
4400 N CENTRAL AVE,0,6,0.0,-87.76724278353592,41.960484393111436
4400 N DAMEN AVE,0,1,0.0,-87.67895914919049,41.96145824667232
4400 N MARINE DR,0,2,0.0,-87.6468612860034,41.96190113802852
4400 N MILWAUKEE AVE,0,2,0.0,-87.75447541660387,41.96063136584124
4400 N MOODY AVE,0,1,0.0,-87.78068452074335,41.960300712800525
4400 N NB OUTER LAKE SHORE DR,0,5,0.0,-87.6462305066049,41.96198902525472
4400 N RICHMOND ST,0,4,0.0,-87.70213537695628,41.9612273083709
4400 S CHRISTIANA AVE,0,1,0.0,-87.70786778521538,41.81356623584689
4400 S MAPLEWOOD AVE,0,1,0.0,-87.68826912608607,41.81382667237436
4400 W 26TH ST,0,2,0.0,-87.73428104775425,41.844112527775565
4400 W 63RD ST,0,1,0.0,-87.7325262459997,41.77854338257573
4400 W ARMITAGE AVE,0,4,0.0,-87.73632797630134,41.91704487149425
4400 W BELMONT AVE,0,1,0.0,-87.73703362689298,41.93896150152039
4400 W DIVERSEY AVE,0,1,0.0,-87.73681489412266,41.9316611477505
4400 W FULLERTON AVE,0,2,0.0,-87.73657005137352,41.924365336950906
4400 W GLADYS AVE,0,1,0.0,-87.73531679777683,41.87605659364165
4400 W HARRISON ST,0,2,0.0,-87.73522908880551,41.87391876066614
4400 W MONROE ST,0,1,0.0,-87.7354433496134,41.879644523616406
4400 W THOMAS ST,0,2,0.0,-87.73609441943438,41.900684443280376
4400 W WEST END AVE,0,3,0.0,-87.73556000713906,41.88324623826424
4400 W WILCOX ST,0,1,0.0,-87.73541236674379,41.878751024566796
4402 N KILDARE AVE,0,1,0.0,-87.73565573131172,41.960924474443964
4405 W MONROE ST,0,3,0.0,-87.73556711282083,41.87964297248893
4407 W WEST END AVE,0,3,0.0,-87.73582884817438,41.8832429721201
4409 N WESTERN AVE,0,2,0.0,-87.68868793795208,41.961478900332224
4414 N KEYSTONE AVE,0,1,0.0,-87.72904893746582,41.96134395715792
4415 S CALIFORNIA AVE,0,1,0.0,-87.69436254320033,41.813459665336744
4416 W WEST END AVE,0,3,0.0,-87.73556000713906,41.88324623826424
4418 N SPRINGFIELD AVE,0,1,0.0,-87.72539018984293,41.961317161236266
442 N HOYNE AVE,0,1,0.0,-87.67932136345455,41.88980169997495
4420 N RICHMOND ST,0,2,0.0,-87.70214681100022,41.96159619290613
4421 S INDIANA AVE,0,6,0.0,-87.6213494868908,41.81440470147117
4423 N CLARK ST,0,1,0.0,-87.66604512622094,41.96205639511908
443 W 104TH ST,0,1,0.0,-87.63458416155402,41.70520303174271
4433 N SAWYER AVE,0,2,0.0,-87.70949098267441,41.96178289035247
4436 S WOODLAWN AVE,0,1,0.0,-87.59685443673384,41.814146514788156
4437 W ADAMS ST,0,3,0.0,-87.73629549319962,41.8778497429264
4440 S SHIELDS AVE,0,1,0.0,-87.63463451537085,41.81349491404245
4441 W CARROLL AVE,0,1,0.0,-87.73669089032339,41.88686519250396
4441 W IOWA ST,0,1,0.0,-87.7370160828862,41.897014560097105
4442 N ST LOUIS AVE,0,1,0.0,-87.7156102360144,41.96187350247164
4442 S SAWYER AVE,0,1,0.0,-87.70536680500703,41.812663747166724
4443 W WALTON ST,0,4,0.0,-87.73708895909914,41.897919305594705
4444 S LAKE PARK AVE,0,1,0.0,-87.59682083007263,41.814102116535494
4445 W HARRISON ST,0,1,0.0,-87.73634909092205,41.873629581024325
4446 W ADAMS ST,0,6,0.0,-87.73651803938877,41.87784705772604
4447 W WALTON ST,0,4,0.0,-87.73718814887945,41.89791762517649
4448 W WALTON ST,0,12,0.0,-87.73721312997084,41.89791720601188
4450 N CHRISTIANA AVE,0,4,0.0,-87.71190882183103,41.96114374173674
4451 W MONROE ST,1,5,0.2,-87.73670551472786,41.87962949986067
4452 W LELAND AVE,0,1,0.0,-87.7403506405174,41.966282463023354
4452 W WALTON ST,0,4,0.0,-87.73731251017588,41.897915679748685
4458 S KARLOV AVE,0,1,0.0,-87.72619766876751,41.81226076296896
4459 W HADDON AVE,0,1,0.0,-87.73758390076397,41.90156591237773
446 N WOLCOTT AVE,0,1,0.0,-87.67443993523182,41.8900491592291
449 E OHIO ST,0,4,0.0,-87.61615306295626,41.892670553585845
450 N HALSTED ST,0,1,0.0,-87.6476102491613,41.89027205054214
450 N LARAMIE AVE,0,7,0.0,-87.75535965866764,41.88838814793986
450 S DAMEN AVE,0,1,0.0,-87.67649588027464,41.87527181635382
450 W NORMAL PKWY,0,1,0.0,-87.63696394942806,41.77141933430861
4500 N CAMPBELL AVE,0,1,0.0,-87.69118344631813,41.96312305656997
4500 N CENTRAL AVE,0,2,0.0,-87.7673018174226,41.962353519078064
4500 N CHRISTIANA AVE,0,1,0.0,-87.71197388519545,41.96297000834237
4500 N HAZEL ST,0,2,0.0,-87.6523655772287,41.963637588985186
4500 N MASON AVE,0,2,0.0,-87.77585993017887,41.96223883012589
4500 N MOODY AVE,0,1,0.0,-87.78074183692566,41.962094985740684
